Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR,JXI,KXI,MXI,RXI
2007-04-26,100.13999938964844,39.33666610717773,93.91999816894533,30.809999465942383,60.45000076293945,68.47000122070312,87.44999694824219,63.56999969482422,29.024999618530277,65.06999969482422,61.29999923706055
2007-04-27,100.12000274658205,39.25333404541016,93.9800033569336,30.71500015258789,60.5099983215332,68.11000061035156,87.16000366210938,63.380001068115234,29.0049991607666,64.6500015258789,61.060001373291016
2007-04-30,100.45999908447266,38.84999847412109,93.23999786376952,30.6299991607666,59.880001068115234,67.83999633789062,85.48999786376953,63.31999969482422,28.934999465942383,64.12000274658203,60.54999923706055
2007-05-01,100.0199966430664,38.9566650390625,93.2300033569336,30.584999084472656,60.09000015258789,68.2699966430664,85.04000091552734,63.459999084472656,28.84000015258789,63.63999938964844,60.38999938964844
2007-05-02,100.0500030517578,39.36333465576172,93.7699966430664,30.604999542236328,60.43999862670898,68.41000366210938,85.73999786376953,63.61000061035156,28.950000762939453,65.05000305175781,60.9900016784668
2007-05-03,99.94000244140624,39.84333419799805,94.06999969482422,30.63500022888184,60.66999816894531,68.62000274658203,86.08000183105469,64.0199966430664,28.989999771118164,65.81999969482422,60.90999984741211
2007-05-04,100.06999969482422,39.87666702270508,94.47000122070312,30.924999237060547,60.95000076293945,69.30999755859375,85.6500015258789,64.23999786376953,29.07999992370605,66.70999908447266,61.470001220703125
2007-05-07,100.16999816894533,39.91666793823242,94.80999755859376,31.030000686645508,61.09000015258789,69.47000122070312,85.7300033569336,64.58999633789062,29.104999542236328,67.66999816894531,61.52000045776367
2007-05-08,100.05999755859376,39.83000183105469,94.58000183105467,30.90999984741211,61.22999954223633,69.3499984741211,85.16999816894531,63.84000015258789,28.88500022888184,67.29000091552734,61.150001525878906
2007-05-09,99.94000244140624,39.79999923706055,95.05999755859376,30.959999084472656,61.43999862670898,69.29000091552734,86.16000366210938,64.30000305175781,29.049999237060547,68.41999816894531,61.43000030517578
2007-05-10,100.11000061035156,39.15666580200195,93.5,30.38999938964844,60.58000183105469,68.23999786376953,85.30000305175781,63.09999847412109,28.649999618530277,67.04000091552734,60.61000061035156
2007-05-11,99.91000366210938,39.86666488647461,94.87000274658205,30.524999618530277,61.34000015258789,69.13999938964844,86.25,64.13999938964844,28.875,67.83999633789062,60.61000061035156
2007-05-14,99.93000030517578,39.99666595458984,94.47000122070312,30.565000534057617,61.0099983215332,68.95999908447266,85.3499984741211,64.29000091552734,28.825000762939453,67.36000061035156,61.0
2007-05-15,99.88999938964844,40.03333282470703,94.58000183105467,30.475000381469727,60.709999084472656,69.61000061035156,84.19999694824219,64.12999725341797,28.81999969482422,67.37000274658203,61.0099983215332
2007-05-16,99.91000366210938,40.16999816894531,94.9800033569336,30.70499992370605,61.29999923706055,70.05000305175781,83.41999816894531,64.94999694824219,29.030000686645508,67.75,61.43000030517578
2007-05-17,99.73999786376952,40.79666519165039,94.63999938964844,30.649999618530277,61.09000015258789,69.58000183105469,81.91999816894531,64.55999755859375,28.959999084472656,67.38999938964844,61.2400016784668
2007-05-18,99.4499969482422,41.369998931884766,95.05999755859376,30.78499984741211,61.2599983215332,70.25,81.20999908447266,64.72000122070312,29.049999237060547,67.73999786376953,61.84999847412109
2007-05-21,99.6500015258789,41.810001373291016,94.55999755859376,30.690000534057617,61.52999877929688,70.16999816894531,81.7699966430664,64.5,28.84000015258789,68.1500015258789,61.84999847412109
2007-05-22,99.4499969482422,41.43999862670898,94.8499984741211,30.69499969482422,61.68000030517578,70.25,82.62000274658203,64.45999908447266,28.850000381469727,68.02999877929688,61.790000915527344
2007-05-23,99.37000274658205,41.66666793823242,95.05999755859376,30.725000381469727,61.470001220703125,71.19999694824219,81.97000122070312,64.58999633789062,28.899999618530277,68.22000122070312,61.970001220703125
2007-05-24,99.41000366210938,41.0099983215332,94.12000274658205,30.559999465942383,60.5,70.77999877929688,80.72000122070312,63.5,28.71999931335449,66.80000305175781,61.61000061035156
2007-05-25,99.36000061035156,41.45333480834961,94.22000122070312,30.69499969482422,60.869998931884766,71.12999725341797,81.2300033569336,63.29999923706055,28.940000534057617,67.66999816894531,61.70000076293945
2007-05-29,99.26000213623048,41.06666564941406,94.81999969482422,30.625,61.380001068115234,71.70999908447266,83.70999908447266,63.400001525878906,28.96500015258789,67.80000305175781,61.79999923706055
2007-05-30,99.37999725341795,41.60333251953125,95.11000061035156,30.63999938964844,61.709999084472656,72.41000366210938,85.8499984741211,64.38999938964844,29.15999984741211,68.4800033569336,62.18000030517578
2007-05-31,99.16000366210938,41.57666778564453,95.25,30.65999984741211,62.04999923706055,72.30000305175781,85.62000274658203,64.80000305175781,29.155000686645508,69.22000122070312,62.52000045776367
2007-06-01,98.62999725341795,42.03333282470703,95.51000213623048,30.674999237060547,62.43000030517578,72.73999786376953,85.58000183105469,65.11000061035156,29.31999969482422,70.36000061035156,62.709999084472656
2007-06-04,98.75,42.48333358764648,95.63999938964844,30.63500022888184,62.66999816894531,72.80000305175781,86.12000274658203,64.93000030517578,29.299999237060547,70.72000122070312,62.810001373291016
2007-06-05,98.47000122070312,42.34999847412109,95.05999755859376,30.61000061035156,62.5,72.2300033569336,84.62999725341797,64.2300033569336,29.165000915527344,70.44999694824219,62.43000030517578
2007-06-06,98.51000213623048,41.94333267211914,93.97000122070312,30.32999992370605,61.93999862670898,71.61000061035156,84.0999984741211,62.84999847412109,28.834999084472656,69.38999938964844,61.54999923706055
2007-06-07,97.83000183105467,41.209999084472656,92.2699966430664,29.774999618530277,60.84999847412109,70.19000244140625,81.5,60.900001525878906,28.549999237060547,67.93000030517578,60.84000015258789
2007-06-08,97.70999908447266,41.540000915527344,93.5,29.920000076293945,62.04999923706055,71.37000274658203,82.83999633789062,62.18000030517578,28.604999542236328,68.69999694824219,61.04999923706055
2007-06-11,97.77999877929688,41.63999938964844,93.66999816894533,29.989999771118164,61.93000030517578,71.06999969482422,81.62000274658203,62.20000076293945,28.825000762939453,69.12999725341797,61.209999084472656
2007-06-12,97.1999969482422,41.21333312988281,92.06999969482422,29.649999618530277,61.08000183105469,70.0199966430664,79.9000015258789,61.41999816894531,28.51000022888184,68.12999725341797,61.209999084472656
2007-06-13,97.3499984741211,41.856666564941406,93.3499984741211,29.959999084472656,61.869998931884766,70.93000030517578,81.62000274658203,62.02000045776367,28.75,69.22000122070312,61.25
